client_id	path	sentence	up_votes	down_votes	age	gender	accent
9dc2669a586f1b72a233cc2c68e24a8e97498464bc00c634a85d99693a7fe9df1d95309b7a37de2f61057c22b79ed49eaf2e33c8d1a6ce8f48c8217844782b44	common_voice_zh-CN_18527371.mp3	结果没啥可以看	0	2			
9dc2669a586f1b72a233cc2c68e24a8e97498464bc00c634a85d99693a7fe9df1d95309b7a37de2f61057c22b79ed49eaf2e33c8d1a6ce8f48c8217844782b44	common_voice_zh-CN_18527372.mp3	因为阿卡人的文化和哈尼族有部份重叠，因此也可以从哈尼族文学中看见阿卡人的踪影。	0	2			
9dc2669a586f1b72a233cc2c68e24a8e97498464bc00c634a85d99693a7fe9df1d95309b7a37de2f61057c22b79ed49eaf2e33c8d1a6ce8f48c8217844782b44	common_voice_zh-CN_18527373.mp3	碧环桥是中国浙江省宁波市一座古桥，位于鄞州区五乡镇仁久村。	0	2			
9dc2669a586f1b72a233cc2c68e24a8e97498464bc00c634a85d99693a7fe9df1d95309b7a37de2f61057c22b79ed49eaf2e33c8d1a6ce8f48c8217844782b44	common_voice_zh-CN_18527374.mp3	仲裁官的职位在巴列奥略王朝持续存在，直至君士坦丁堡陷落为止。	0	2			
9dc2669a586f1b72a233cc2c68e24a8e97498464bc00c634a85d99693a7fe9df1d95309b7a37de2f61057c22b79ed49eaf2e33c8d1a6ce8f48c8217844782b44	common_voice_zh-CN_18527375.mp3	安德索尼亚是位于美国加利福尼亚州门多西诺县的一个非建制地区。	0	2			
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531539.mp3	当时白居易罢去校书郎的官职，与友人元稹在华阳观准备应考。	0	2	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531570.mp3	莱克维尤是位于美国加利福尼亚州克恩县的一个非建制地区。	1	2	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531620.mp3	我们是逃避而来，不是忠诚于您，而是逃避死亡。	0	2	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531628.mp3	布莱恩镇区为美国堪萨斯州渥太华县辖下的镇区。	0	2	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531669.mp3	昆小铁路是中国云南省昆明市区内从昆明北站到小石坝站的米轨铁路。	1	2	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531698.mp3	凯瑞·布朗是一名英国历史学家、政治学家，目前担任伦敦国王学院中国研究所主任。	1	2	teens	male	
91be8f1d80e937342a645cf8218b5d52318c6f56851925981e63e94ad9c01687718198e8501c8ae65fa468529331ec636be23fa4af2b7bd78003b18d38a166ed	common_voice_zh-CN_18532639.mp3	其总部位于乌戈尔尼机场。	1	2	twenties	male	
91be8f1d80e937342a645cf8218b5d52318c6f56851925981e63e94ad9c01687718198e8501c8ae65fa468529331ec636be23fa4af2b7bd78003b18d38a166ed	common_voice_zh-CN_18532641.mp3	由于新媒体影响力与日俱增，霸道总裁文经由网络文学传播到大众，最终自成文学流派。	0	2	twenties	male	
