client_id	path	sentence	up_votes	down_votes	age	gender	accent
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531536.mp3	汉元鼎六年，武帝平定南越国，南越之地重新划郡，番禺仍为南海郡治。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531537.mp3	梅瑞迪安是位于美国加利福尼亚州克恩县的一个非建制地区。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531538.mp3	制作时将各原料研磨。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531540.mp3	印第安维尔斯是位于美国加利福尼亚州克恩县的一个非建制地区。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531541.mp3	不确定的就等着缴钱	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531542.mp3	此举被网民及媒体称为是“用爱发电”。	2	1	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531543.mp3	除了停泊船只外，鼓山渔港也设有鱼市场等渔业设施。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531544.mp3	蔡英，原籍江西南昌县，移籍山东禹城县，明朝政治人物、进士出身。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531545.mp3	定展和轮展将协助参观者瞭解好莱坞电影业所作出的文化贡献。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531546.mp3	本品的特色为能对抗多种抗药性极强的病原体，如耐甲氧西林金黄色葡萄球菌等。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531547.mp3	滋阳山遗址，位于山东省兖州市颜店镇。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531548.mp3	治所在悉唐县。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531549.mp3	因迪安的座标为，而该地的平均海拔高度为米。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531550.mp3	宠爱她的阿公	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531551.mp3	计算机辅助设计与其相比具有一些优势，在某些情况下包括三维建模。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531552.mp3	大石桥，位于山东省济宁市市中区古槐街道。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531553.mp3	本列表为贝宁驻中华人民共和国历任大使名录。	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531554.mp3	其同分异构体如下：	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531555.mp3	罗兹城市活力艺术节官网	2	0	teens	male	
9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a	common_voice_zh-CN_18531556.mp3	袁捷，湖北省英山县红山镇金家墩人。	2	0	teens	male	
